term	POS	sentiment
"unabashed"	"adj"	0.0
"unabated"	"adj"	0.0
"unable"	"adj"	-1.0
"unabridged"	"adj"	0.0
"unacceptable"	"adj"	-2.0
"unaccompanied"	"adj"	0.0
"unaccompanied"	"adv"	0.0
"unaccountable"	"adj"	-1.0
"unaccountably"	"adv"	-1.0
"unaccustomed"	"adj"	0.0
"unacquainted"	"adj"	0.0
"unadorned"	"adj"	0.0
"unadulterated"	"adj"	1.0
"unaffected"	"adj"	0.0
"unafraid"	"adj"	1.0
"unaided"	"adj"	0.0
"unalterable"	"adj"	0.0
"unalterably"	"adv"	0.0
"unambiguous"	"adj"	1.0
"un-american"	"adj"	0.0
"unanimity"	"n"	0.0
"unanimous"	"adj"	0.0
"unanimously"	"adv"	1.0
"unannounced"	"adj"	0.0
"unanswerable"	"adj"	-1.0
"unanswered"	"adj"	0.0
"unanticipated"	"adj"	0.0
"unappetizing"	"adj"	-2.0
"unappreciated"	"adj"	-2.0
"unappreciative"	"adj"	-2.0
"unapproachable"	"adj"	-2.0
"unarmed"	"adj"	0.0
"unashamed"	"adj"	0.0
"unasked"	"adj"	0.0
"unassailable"	"adj"	2.0
"unassisted"	"adj"	0.0
"unassuming"	"adj"	1.0
"unattached"	"adj"	0.0
"unattended"	"adj"	-1.0
"unattractive"	"adj"	-2.0
"unauthorized"	"adj"	-1.0
"unavailable"	"adj"	-1.0
"unavailing"	"adj"	-1.0
"unavoidable"	"adj"	-1.0
"unavoidably"	"adv"	-1.0
"unaware"	"adj"	0.0
"unawares"	"adv"	-1.0
"unbalanced"	"adj"	-1.0
"unbar"	"v"	0.0
"unbearable"	"adj"	-2.0
"unbearably"	"adv"	-2.0
"unbeatable"	"adj"	3.0
"unbeaten"	"adj"	1.0
"unbecoming"	"adj"	-1.0
"unbeknown"	"adj"	0.0
"unbeknown"	"adv"	0.0
"unbeknownst"	"adj"	0.0
"unbeknownst"	"adv"	0.0
"unbelief"	"n"	-1.0
"unbelievable"	"adj"	-1.0
"unbelievably"	"adv"	0.0
"unbeliever"	"n"	-1.0
"unbend"	"v"	0.0
"unbending"	"adj"	0.0
"unbiased"	"adj"	2.0
"unbidden"	"adj"	0.0
"unblushing"	"adj"	0.0
"unbolt"	"v"	0.0
"unborn"	"adj"	0.0
"unbosom"	"v"	0.0
"unbound"	"adj"	0.0
"unbounded"	"adj"	0.0
"unbreakable"	"adj"	1.0
"unbridled"	"adj"	0.0
"unbroken"	"adj"	1.0
"unbuckle"	"v"	0.0
"unburden"	"v"	0.0
"unbutton"	"v"	0.0
"uncalled-for"	"adj"	-2.0
"uncannily"	"adv"	0.0
"uncanny"	"adj"	0.0
"uncared-for"	"adj"	-2.0
"uncaring"	"adj"	-2.0
"unceasing"	"adj"	0.0
"unceasingly"	"adv"	0.0
"uncensored"	"adj"	0.0
"unceremonious"	"adj"	-1.0
"unceremoniously"	"adv"	-1.0
"uncertain"	"adj"	-1.0
"uncertainly"	"adv"	-1.0
"uncertainty"	"n"	0.0
"unchallenged"	"adj"	1.0
"unchanged"	"adj"	0.0
"unchanging"	"adj"	0.0
"uncharacteristic"	"adj"	0.0
"uncharacteristically"	"adv"	-1.0
"uncharitable"	"adj"	-2.0
"uncharted"	"adj"	0.0
"unchecked"	"adj"	0.0
"uncivil"	"adj"	-2.0
"uncivilized"	"adj"	-2.0
"unclasp"	"v"	0.0
"unclassified"	"adj"	0.0
"uncle"	"n"	0.0
"unclean"	"adj"	-2.0
"unclear"	"adj"	-2.0
"unclothed"	"adj"	0.0
"uncluttered"	"adj"	1.0
"uncoil"	"v"	0.0
"uncomfortable"	"adj"	-2.0
"uncomfortably"	"adv"	-2.0
"uncommitted"	"adj"	0.0
"uncommon"	"adj"	0.0
"uncommonly"	"adv"	0.0
"uncommunicative"	"adj"	-2.0
"uncomplaining"	"adj"	2.0
"uncomplicated"	"adj"	1.0
"uncomplimentary"	"adj"	-2.0
"uncomprehending"	"adj"	-1.0
"uncompromising"	"adj"	0.0
"unconcern"	"n"	-1.0
"unconcerned"	"adj"	0.0
"unconcernedly"	"adv"	0.0
"unconditional"	"adj"	1.0
"unconditionally"	"adv"	2.0
"unconfirmed"	"adj"	0.0
"unconnected"	"adj"	0.0
"unconscionable"	"adj"	-2.0
"unconscionably"	"adv"	-1.0
"unconscious"	"adj"	-1.0
"unconsciously"	"adv"	0.0
"unconsciousness"	"n"	-1.0
"unconstitutional"	"adj"	-2.0
"uncontaminated"	"adj"	1.0
"uncontested"	"adj"	1.0
"uncontrollable"	"adj"	-2.0
"uncontrollably"	"adv"	-1.0
"uncontrolled"	"adj"	-1.0
"unconventional"	"adj"	0.0
"unconventionally"	"adv"	0.0
"unconvinced"	"adj"	-1.0
"unconvincing"	"adj"	-2.0
"unconvincingly"	"adv"	-2.0
"uncooperative"	"adj"	-2.0
"uncoordinated"	"adj"	-1.0
"uncork"	"v"	0.0
"uncorroborated"	"adj"	-2.0
"uncountable"	"adj"	0.0
"uncounted"	"adj"	0.0
"uncouple"	"v"	0.0
"uncouth"	"adj"	-2.0
"uncover"	"v"	0.0
"unctuous"	"adj"	-1.0
"uncultivated"	"adj"	-2.0
"uncut"	"adj"	0.0
"undamaged"	"adj"	1.0
"undaunted"	"adj"	2.0
"undecided"	"adj"	0.0
"undecipherable"	"adj"	-2.0
"undeclared"	"adj"	0.0
"undefeated"	"adj"	3.0
"undefined"	"adj"	0.0
"undemanding"	"adj"	2.0
"undemocratic"	"adj"	-2.0
"undemonstrative"	"adj"	-1.0
"undeniable"	"adj"	1.0
"undeniably"	"adv"	0.0
"undependable"	"adj"	-2.0
"under"	"adj"	0.0
"under"	"adv"	0.0
"underachieve"	"v"	-1.0
"underachiever"	"n"	-1.0
"underage"	"adj"	-1.0
"underarm"	"adj"	0.0
"underarm"	"adv"	0.0
"underbelly"	"n"	0.0
"underbid"	"v"	0.0
"underbrush"	"n"	0.0
"undercarriage"	"n"	0.0
"undercharge"	"v"	0.0
"underclass"	"adj"	-1.0
"underclassman"	"n"	0.0
"underclothes"	"n"	0.0
"underclothing"	"n"	0.0
"undercoat"	"v"	0.0
"undercover"	"adj"	0.0
"undercurrent"	"n"	0.0
"undercut"	"v"	0.0
"underdeveloped"	"adj"	-1.0
"underdog"	"n"	0.0
"underdone"	"adj"	-1.0
"underemployed"	"adj"	-2.0
"underestimate"	"v"	-1.0
"underexpose"	"v"	-1.0
"underfoot"	"adv"	0.0
"undergarment"	"n"	0.0
"undergo"	"v"	0.0
"undergone"	"v"	0.0
"undergraduate"	"adj"	0.0
"underground"	"adj"	0.0
"underground"	"adv"	0.0
"undergrowth"	"n"	0.0
"underhand"	"adj"	-2.0
"underhand"	"adv"	-2.0
"underhanded"	"adj"	0.0
"underhandedly"	"adv"	-2.0
"underlain"	"n"	0.0
"underlay"	"v"	0.0
"underlie"	"v"	0.0
"underline"	"v"	0.0
"underling"	"n"	-1.0
"underlying"	"adj"	0.0
"undermine"	"v"	-1.0
"underneath"	"adv"	0.0
"undernourished"	"adj"	-2.0
"underpaid"	"adj"	-1.0
"underpants"	"n"	0.0
"underpass"	"n"	0.0
"underpay"	"v"	-1.0
"underpinning"	"n"	0.0
"underplay"	"v"	0.0
"underprivileged"	"adj"	-2.0
"underrate"	"v"	-1.0
"underscore"	"v"	0.0
"undersea"	"adj"	0.0
"undersecretary"	"n"	0.0
"undersell"	"v"	0.0
"undershirt"	"n"	0.0
"undershorts"	"n"	0.0
"underside"	"n"	0.0
"undersigned"	"n"	0.0
"undersized"	"adj"	-1.0
"underskirt"	"n"	0.0
"undersold"	"adj"	-1.0
"understaffed"	"adj"	-1.0
"understand"	"v"	1.0
"understandable"	"adj"	1.0
"understandably"	"adv"	1.0
"understanding"	"adj"	2.0
"understandingly"	"adv"	2.0
"understate"	"v"	0.0
"understatement"	"n"	0.0
"understood"	"adj"	1.0
"understudy"	"v"	0.0
"undertake"	"v"	0.0
"undertaken"	"v"	0.0
"undertaker"	"n"	0.0
"undertaking"	"n"	0.0
"under-the-counter"	"adj"	0.0
"undertone"	"n"	0.0
"undertook"	"v"	0.0
"undertow"	"n"	0.0
"undervalue"	"v"	-1.0
"underwater"	"adj"	0.0
"underway"	"adj"	0.0
"underwear"	"n"	0.0
"underweight"	"adj"	-1.0
"underwent"	"v"	0.0
"underworld"	"n"	-1.0
"underwrite"	"v"	0.0
"underwriter"	"n"	0.0
"underwritten"	"adj"	0.0
"underwrote"	"v"	0.0
"undeserved"	"adj"	-1.0
"undeserving"	"adj"	-2.0
"undesirable"	"adj"	-1.0
"undetermined"	"adj"	-1.0
"undeveloped"	"adj"	0.0
"undid"	"v"	-1.0
"undies"	"n"	0.0
"undignified"	"adj"	-2.0
"undiminished"	"adj"	1.0
"undisciplined"	"adj"	-2.0
"undisclosed"	"adj"	0.0
"undisguised"	"adj"	0.0
"undisputed"	"adj"	1.0
"undistinguished"	"adj"	-1.0
"undisturbed"	"adj"	0.0
"undivided"	"adj"	2.0
"undo"	"v"	0.0
"undoing"	"n"	-1.0
"undone"	"adj"	-1.0
"undoubted"	"adj"	1.0
"undoubtedly"	"adv"	0.0
"undress"	"v"	0.0
"undressed"	"adj"	0.0
"undue"	"adj"	-2.0
"undulate"	"adj"	0.0
"undulate"	"v"	0.0
"undulation"	"n"	0.0
"unduly"	"adv"	-1.0
"undying"	"adj"	0.0
"unearned"	"adj"	-1.0
"unearth"	"v"	0.0
"unearthly"	"adj"	0.0
"uneasily"	"adv"	-2.0
"uneasiness"	"n"	-1.0
"uneasy"	"adj"	-1.0
"uneducated"	"adj"	-1.0
"unembarrassed"	"adj"	0.0
"unemotional"	"adj"	-1.0
"unemployable"	"adj"	-2.0
"unemployed"	"adj"	-1.0
"unemployment"	"n"	-1.0
"unending"	"adj"	0.0
"unendurable"	"adj"	0.0
"unenlightened"	"adj"	-2.0
"unenthusiastic"	"adj"	-1.0
"unenviable"	"adj"	-1.0
"unequal"	"adj"	-2.0
"unequaled"	"adj"	2.0
"unequalled"	"adj"	2.0
"unequally"	"adv"	-2.0
"unequivocal"	"adj"	-2.0
"unequivocally"	"adv"	1.0
"unerring"	"adj"	2.0
"unerringly"	"adv"	1.0
"unethical"	"adj"	-2.0
"uneven"	"adj"	-1.0
"unevenly"	"adv"	-2.0
"unevenness"	"n"	-1.0
"uneventful"	"adj"	1.0
"uneventfully"	"adv"	1.0
"unexceptionable"	"adj"	0.0
"unexceptional"	"adj"	-1.0
"unexciting"	"adj"	-2.0
"unexpected"	"adj"	0.0
"unexpectedly"	"adv"	0.0
"unexplained"	"adj"	-1.0
"unexplored"	"adj"	0.0
"unfailing"	"adj"	2.0
"unfailingly"	"adv"	1.0
"unfair"	"adj"	-2.0
"unfairly"	"adv"	-2.0
"unfairness"	"n"	-1.0
"unfaithful"	"adj"	-2.0
"unfaithfully"	"adv"	-2.0
"unfaithfulness"	"n"	-1.0
"unfamiliar"	"adj"	-1.0
"unfamiliarity"	"n"	-1.0
"unfashionable"	"adj"	-2.0
"unfasten"	"v"	0.0
"unfathomable"	"adj"	-1.0
"unfavorable"	"adj"	-2.0
"unfavorably"	"adv"	-2.0
"unfeeling"	"adj"	-2.0
"unfeelingly"	"adv"	-2.0
"unfeigned"	"adj"	1.0
"unfinished"	"adj"	-1.0
"unfit"	"adj"	-1.0
"unfit"	"v"	-1.0
"unflappable"	"adj"	1.0
"unflattering"	"adj"	-2.0
"unflinching"	"adj"	1.0
"unfold"	"v"	0.0
"unforeseen"	"adj"	-1.0
"unforgettable"	"adj"	2.0
"unforgettably"	"adv"	0.0
"unforgivable"	"adj"	-2.0
"unforgiving"	"adj"	-2.0
"unfortunate"	"adj"	-1.0
"unfortunately"	"adv"	-2.0
"unfounded"	"adj"	-1.0
"unfriendliness"	"n"	-1.0
"unfriendly"	"adj"	-2.0
"unfulfilled"	"adj"	-2.0
"unfurl"	"v"	0.0
"unfurnished"	"adj"	-1.0
"ungainly"	"adj"	-1.0
"ungentlemanly"	"adj"	-2.0
"ungodly"	"adj"	-1.0
"ungovernable"	"adj"	-2.0
"ungracious"	"adj"	-1.0
"ungrammatical"	"adj"	-1.0
"ungrateful"	"adj"	-2.0
"ungratefully"	"adv"	-2.0
"ungrudging"	"adj"	2.0
"unguarded"	"adj"	0.0
"unguent"	"n"	0.0
"unhand"	"v"	0.0
"unhappily"	"adv"	-2.0
"unhappiness"	"n"	-1.0
"unhappy"	"adj"	-2.0
"unharmed"	"adj"	1.0
"unhealthful"	"adj"	-1.0
"unhealthy"	"adj"	-2.0
"unheard"	"adj"	0.0
"unheard-of"	"adj"	0.0
"unheeded"	"adj"	-1.0
"unhesitating"	"adj"	1.0
"unhesitatingly"	"adv"	0.0
"unhindered"	"adj"	1.0
"unhinge"	"v"	0.0
"unhitch"	"v"	0.0
"unholy"	"adj"	-2.0
"unhook"	"v"	0.0
"unhorse"	"v"	0.0
"unhurried"	"adj"	1.0
"unhurt"	"adj"	1.0
"unicorn"	"n"	0.0
"unicycle"	"v"	0.0
"unidentified"	"adj"	0.0
"unification"	"n"	0.0
"uniform"	"adj"	0.0
"uniform"	"v"	0.0
"uniformed"	"adj"	0.0
"uniformity"	"n"	0.0
"uniformly"	"adv"	0.0
"unify"	"v"	0.0
"unilateral"	"adj"	0.0
"unilaterally"	"adv"	0.0
"unimaginable"	"adj"	0.0
"unimaginative"	"adj"	-2.0
"unimpeachable"	"adj"	1.0
"unimportant"	"adj"	-2.0
"unimpressed"	"adj"	0.0
"unimpressive"	"adj"	-2.0
"uninformed"	"adj"	-2.0
"uninhabitable"	"adj"	-2.0
"uninhabited"	"adj"	0.0
"uninhibited"	"adj"	0.0
"uninjured"	"adj"	1.0
"uninspired"	"adj"	-1.0
"uninspiring"	"adj"	-1.0
"uninsured"	"adj"	-1.0
"unintelligible"	"adj"	-2.0
"unintended"	"adj"	0.0
"unintentional"	"adj"	0.0
"unintentionally"	"adv"	0.0
"uninterested"	"adj"	-1.0
"uninteresting"	"adj"	-2.0
"uninterrupted"	"adj"	1.0
"uninvited"	"adj"	-1.0
"uninviting"	"adj"	-1.0
"union"	"adj"	0.0
"unionize"	"v"	0.0
"unique"	"adj"	2.0
"uniquely"	"adv"	2.0
"uniqueness"	"n"	0.0
"unisex"	"adj"	0.0
"unison"	"n"	0.0
"unit"	"n"	0.0
"unitarian"	"adj"	0.0
"unite"	"v"	1.0
"united"	"adj"	0.0
"unity"	"n"	2.0
"universal"	"adj"	1.0
"universality"	"n"	0.0
"universally"	"adv"	0.0
"universe"	"n"	0.0
"university"	"n"	0.0
"unjust"	"adj"	-2.0
"unjustifiable"	"adj"	-2.0
"unjustified"	"adj"	-2.0
"unjustly"	"adv"	-2.0
"unkempt"	"adj"	-1.0
"unkind"	"adj"	-2.0
"unkindly"	"adj"	-2.0
"unkindly"	"adv"	-2.0
"unkindness"	"n"	-1.0
"unknowing"	"adj"	0.0
"unknowingly"	"adv"	0.0
"unknown"	"adj"	0.0
"unlace"	"v"	0.0
"unlatch"	"v"	0.0
"unlawful"	"adj"	-2.0
"unlawfully"	"adv"	-2.0
"unleaded"	"adj"	0.0
"unlearn"	"v"	0.0
"unlearned"	"adj"	-1.0
"unleash"	"v"	0.0
"unleavened"	"adj"	0.0
"unless"	"conj"	0.0
"unlettered"	"adj"	-1.0
"unlicensed"	"adj"	-1.0
"unlike"	"adj"	0.0
"unlikelihood"	"n"	-1.0
"unlikely"	"adj"	-1.0
"unlimited"	"adj"	2.0
"unlisted"	"adj"	0.0
"unload"	"v"	0.0
"unlock"	"v"	0.0
"unlooked-for"	"adj"	-1.0
"unloose"	"v"	0.0
"unloved"	"adj"	-2.0
"unluckily"	"adv"	-1.0
"unlucky"	"adj"	-2.0
"unmade"	"adj"	0.0
"unmanageable"	"adj"	-2.0
"unmanly"	"adj"	-1.0
"unmanly"	"adv"	-2.0
"unmanned"	"adj"	0.0
"unmannerly"	"adj"	-1.0
"unmarked"	"adj"	0.0
"unmarried"	"adj"	0.0
"unmask"	"v"	0.0
"unmatched"	"adj"	2.0
"unmentionable"	"adj"	-2.0
"unmerciful"	"adj"	-1.0
"unmercifully"	"adv"	-2.0
"unmindful"	"adj"	-1.0
"unmistakable"	"adj"	0.0
"unmistakably"	"adv"	0.0
"unmitigated"	"adj"	-1.0
"unmoved"	"adj"	-1.0
"unnamed"	"adj"	0.0
"unnatural"	"adj"	-1.0
"unnaturally"	"adv"	-2.0
"unnecessarily"	"adv"	-2.0
"unnecessary"	"adj"	-2.0
"unneeded"	"adj"	-1.0
"unnerve"	"v"	-1.0
"unnerving"	"adj"	-2.0
"unnoticeable"	"adj"	0.0
"unnoticed"	"adj"	0.0
"unnumbered"	"adj"	0.0
"unobjectionable"	"adj"	0.0
"unobservant"	"adj"	-1.0
"unobserved"	"adj"	1.0
"unobstructed"	"adj"	1.0
"unobtrusive"	"adj"	2.0
"unobtrusively"	"adv"	0.0
"unoccupied"	"adj"	0.0
"unoffensive"	"adj"	0.0
"unofficial"	"adj"	0.0
"unofficially"	"adv"	0.0
"unopened"	"adj"	0.0
"unopposed"	"adj"	2.0
"unorganized"	"adj"	-1.0
"unorthodox"	"adj"	0.0
"unpack"	"v"	0.0
"unpaid"	"adj"	-2.0
"unpalatable"	"adj"	-1.0
"unparalleled"	"adj"	2.0
"unpatriotic"	"adj"	-1.0
"unpaved"	"adj"	0.0
"unperturbed"	"adj"	1.0
"unplanned"	"adj"	0.0
"unpleasant"	"adj"	-2.0
"unpleasantly"	"adv"	-2.0
"unpleasantness"	"n"	-1.0
"unplug"	"v"	0.0
"unplumbed"	"adj"	0.0
"unpopular"	"adj"	-2.0
"unpopularity"	"n"	-1.0
"unprecedented"	"adj"	0.0
"unpredictable"	"adj"	-1.0
"unprejudiced"	"adj"	2.0
"unpremeditated"	"adj"	1.0
"unprepared"	"adj"	-2.0
"unpretentious"	"adj"	2.0
"unpreventable"	"adj"	-2.0
"unprincipled"	"adj"	-2.0
"unprintable"	"adj"	-1.0
"unproductive"	"adj"	-2.0
"unprofessional"	"adj"	-2.0
"unprofitable"	"adj"	-2.0
"unpronounceable"	"adj"	-1.0
"unprotected"	"adj"	-2.0
"unproven"	"adj"	0.0
"unprovoked"	"adj"	0.0
"unpublished"	"adj"	0.0
"unpunished"	"adj"	-1.0
"unqualified"	"adj"	-2.0
"unquestionable"	"adj"	1.0
"unquestionably"	"adv"	0.0
"unquestioned"	"adj"	0.0
"unquestioning"	"adj"	0.0
"unquestioningly"	"adv"	0.0
"unquote"	"n"	0.0
"unravel"	"v"	-1.0
"unread"	"adj"	0.0
"unreadable"	"adj"	-2.0
"unready"	"adj"	-1.0
"unreal"	"adj"	0.0
"unrealistic"	"adj"	-2.0
"unrealistically"	"adv"	-2.0
"unreasonable"	"adj"	-2.0
"unreasonably"	"adv"	-2.0
"unreasoning"	"adj"	-1.0
"unrecognizable"	"adj"	0.0
"unrecognized"	"adj"	0.0
"unrecorded"	"adj"	0.0
"unrefined"	"adj"	-1.0
"unregistered"	"adj"	0.0
"unregulated"	"adj"	-1.0
"unrehearsed"	"adj"	0.0
"unrelated"	"adj"	0.0
"unrelenting"	"adj"	-2.0
"unreliable"	"adj"	-2.0
"unrelieved"	"adj"	-1.0
"unremitting"	"adj"	-2.0
"unrepentant"	"adj"	-1.0
"unrepresentative"	"adj"	-1.0
"unrequited"	"adj"	-1.0
"unreserved"	"adj"	0.0
"unreservedly"	"adv"	0.0
"unresolved"	"adj"	-1.0
"unresponsive"	"adj"	-1.0
"unrest"	"n"	-2.0
"unrestrained"	"adj"	-1.0
"unrestricted"	"adj"	0.0
"unrewarding"	"adj"	-2.0
"unripe"	"adj"	0.0
"unrivaled"	"adj"	3.0
"unrivalled"	"adj"	3.0
"unroll"	"v"	0.0
"unromantic"	"adj"	-1.0
"unruffled"	"adj"	1.0
"unruliness"	"n"	-1.0
"unruly"	"adj"	-2.0
"unsaddle"	"v"	0.0
"unsafe"	"adj"	-2.0
"unsaid"	"adj"	0.0
"unsalted"	"adj"	0.0
"unsanctioned"	"adj"	-2.0
"unsanitary"	"adj"	-1.0
"unsatisfactory"	"adj"	-2.0
"unsatisfied"	"adj"	-1.0
"unsatisfying"	"adj"	-2.0
"unsavory"	"adj"	-2.0
"unscathed"	"adj"	1.0
"unscheduled"	"adj"	0.0
"unscientific"	"adj"	-2.0
"unscramble"	"v"	0.0
"unscrew"	"v"	0.0
"unscrupulous"	"adj"	-2.0
"unscrupulously"	"adv"	-2.0
"unseal"	"v"	0.0
"unseasonable"	"adj"	0.0
"unseasonably"	"adv"	0.0
"unseasoned"	"adj"	0.0
"unseat"	"v"	0.0
"unseemly"	"adj"	-1.0
"unseen"	"adj"	0.0
"unselfish"	"adj"	2.0
"unselfishly"	"adv"	2.0
"unselfishness"	"n"	2.0
"unsentimental"	"adj"	-2.0
"unsettle"	"v"	-1.0
"unsettled"	"adj"	-2.0
"unsettling"	"adj"	-1.0
"unshakable"	"adj"	1.0
"unsightly"	"adj"	-1.0
"unskilled"	"adj"	-2.0
"unskillful"	"adj"	-2.0
"unsociable"	"adj"	-1.0
"unsold"	"adj"	-1.0
"unsolicited"	"adj"	-1.0
"unsolved"	"adj"	-1.0
"unsophisticated"	"adj"	-2.0
"unsound"	"adj"	-2.0
"unsparing"	"adj"	0.0
"unspeakable"	"adj"	-2.0
"unspeakably"	"adv"	-2.0
"unspecified"	"adj"	0.0
"unspoiled"	"adj"	1.0
"unspoken"	"adj"	0.0
"unsportsmanlike"	"adj"	-2.0
"unstable"	"adj"	-2.0
"unsteadily"	"adv"	-1.0
"unsteadiness"	"n"	-1.0
"unsteady"	"adj"	-1.0
"unstop"	"v"	0.0
"unstoppable"	"adj"	0.0
"unstressed"	"adj"	0.0
"unstructured"	"adj"	0.0
"unstrung"	"adj"	-2.0
"unstuck"	"n"	0.0
"unstudied"	"adj"	0.0
"unsubstantial"	"adj"	-1.0
"unsubstantiated"	"adj"	-2.0
"unsuccessful"	"adj"	-2.0
"unsuccessfully"	"adv"	-2.0
"unsuitable"	"adj"	-1.0
"unsung"	"adj"	1.0
"unsupervised"	"adj"	-1.0
"unsure"	"adj"	-1.0
"unsurpassed"	"adj"	3.0
"unsuspected"	"adj"	-1.0
"unsuspecting"	"adj"	-1.0
"unsweetened"	"adj"	0.0
"unswerving"	"adj"	1.0
"unsympathetic"	"adj"	-2.0
"untamed"	"adj"	0.0
"untangle"	"v"	0.0
"untapped"	"adj"	0.0
"untaught"	"adj"	-1.0
"untenable"	"adj"	-1.0
"unthinkable"	"adj"	-2.0
"unthinking"	"adj"	-2.0
"unthinking"	"adv"	-2.0
"untidy"	"adj"	-1.0
"untie"	"v"	0.0
"until"	"prep"	0.0
"untimely"	"adj"	-1.0
"untimely"	"adv"	-2.0
"untiring"	"adj"	2.0
"untiringly"	"adv"	2.0
"untitled"	"adj"	0.0
"unto"	"prep"	0.0
"untold"	"adj"	0.0
"untouchable"	"adj"	0.0
"untouched"	"adj"	0.0
"untoward"	"adj"	-1.0
"untrained"	"adj"	0.0
"untreated"	"adj"	0.0
"untried"	"adj"	-1.0
"untroubled"	"adj"	1.0
"untrue"	"adj"	-2.0
"untruth"	"n"	-2.0
"untruthful"	"adj"	-2.0
"untruthfully"	"adv"	-2.0
"untutored"	"adj"	-1.0
"unused"	"adj"	0.0
"unusual"	"adj"	0.0
"unusually"	"adv"	0.0
"unutterable"	"adj"	-2.0
"unutterably"	"adv"	-2.0
"unvarnished"	"adj"	0.0
"unvarying"	"adj"	0.0
"unveil"	"v"	0.0
"unverified"	"adj"	-2.0
"unvoiced"	"adj"	0.0
"unwanted"	"adj"	-2.0
"unwarranted"	"adj"	-1.0
"unwary"	"adj"	-1.0
"unwashed"	"adj"	-1.0
"unwed"	"adj"	-1.0
"unwelcome"	"adj"	-2.0
"unwell"	"adj"	-1.0
"unwholesome"	"adj"	0.0
"unwieldiness"	"n"	-1.0
"unwieldy"	"adj"	-1.0
"unwilling"	"adj"	-1.0
"unwillingly"	"adv"	-1.0
"unwillingness"	"n"	-1.0
"unwind"	"v"	1.0
"unwise"	"adj"	-2.0
"unwisely"	"adv"	-2.0
"unwitting"	"adj"	-1.0
"unwittingly"	"adv"	-1.0
"unwonted"	"adj"	0.0
"unworldly"	"adj"	0.0
"unworthiness"	"n"	-1.0
"unworthy"	"adj"	-2.0
"unwound"	"adj"	0.0
"unwrap"	"v"	0.0
"unwritten"	"adj"	0.0
"unyielding"	"adj"	-1.0
"unzip"	"v"	0.0
"up"	"adj"	0.0
"up"	"adv"	0.0
"up"	"v"	0.0
"up-and-coming"	"adj"	0.0
"upbeat"	"adj"	2.0
"upbraid"	"v"	-1.0
"upbringing"	"n"	0.0
"upchuck"	"v"	-1.0
"upcoming"	"adj"	1.0
"upcountry"	"adj"	0.0
"update"	"v"	0.0
"upend"	"v"	-1.0
"upfront"	"adj"	0.0
"upgrade"	"v"	1.0
"upheaval"	"n"	-2.0
"upheld"	"v"	1.0
"uphill"	"adj"	-1.0
"uphill"	"adv"	-1.0
"uphold"	"v"	1.0
"upholster"	"v"	0.0
"upholsterer"	"n"	0.0
"upholstery"	"n"	0.0
"upkeep"	"n"	0.0
"upland"	"adj"	0.0
"uplift"	"v"	1.0
"uplifting"	"adj"	2.0
"upon"	"prep"	0.0
"upper"	"adj"	1.0
"uppercase"	"adj"	0.0
"upper-class"	"adj"	2.0
"upperclassman"	"n"	0.0
"uppercut"	"n"	0.0
"uppermost"	"adj"	0.0
"uppermost"	"adv"	0.0
"uppity"	"adj"	-2.0
"upright"	"adj"	2.0
"uprising"	"n"	-1.0
"uproar"	"n"	-2.0
"uproarious"	"adj"	2.0
"uproariously"	"adv"	2.0
"uproot"	"v"	-1.0
"upscale"	"adj"	2.0
"upset"	"adj"	-1.0
"upset"	"v"	-2.0
"upshot"	"n"	0.0
"upside"	"n"	0.0
"upside-down"	"adj"	-1.0
"upstage"	"adj"	-1.0
"upstage"	"adv"	0.0
"upstage"	"v"	-1.0
"upstairs"	"adj"	0.0
"upstairs"	"adv"	0.0
"upstanding"	"adj"	0.0
"upstart"	"adj"	0.0
"upstate"	"adv"	0.0
"upstream"	"adj"	0.0
"upstream"	"adv"	0.0
"upsurge"	"n"	0.0
"upswing"	"n"	0.0
"uptake"	"n"	0.0
"uptight"	"adj"	-2.0
"up-to-date"	"adj"	1.0
"uptown"	"adj"	0.0
"uptown"	"adv"	0.0
"upturn"	"n"	1.0
"upward"	"adj"	1.0
"upward"	"adv"	1.0
"upwardly"	"adv"	1.0
"upwards"	"adv"	1.0
"uranium"	"n"	0.0
"urban"	"adj"	0.0
"urbane"	"adj"	1.0
"urbanity"	"n"	0.0
"urbanization"	"n"	0.0
"urbanize"	"v"	0.0
"urchin"	"n"	0.0
"urea"	"n"	0.0
"urethra"	"n"	0.0
"urge"	"v"	0.0
"urgency"	"n"	0.0
"urgent"	"adj"	-1.0
"urgently"	"adv"	0.0
"urinal"	"n"	0.0
"urinalysis"	"n"	0.0
"urinary"	"adj"	0.0
"urinate"	"v"	0.0
"urination"	"n"	0.0
"urine"	"n"	0.0
"urn"	"n"	0.0
"us"	"n"	0.0
"usable"	"adj"	1.0
"usage"	"n"	0.0
"use"	"v"	0.0
"useable"	"adj"	1.0
"used"	"adj"	0.0
"useful"	"adj"	2.0
"usefully"	"adv"	2.0
"usefulness"	"n"	2.0
"useless"	"adj"	-2.0
"uselessly"	"adv"	-2.0
"uselessness"	"n"	-2.0
"user"	"n"	0.0
"user-friendly"	"adj"	1.0
"usher"	"v"	0.0
"usual"	"adj"	0.0
"usually"	"adv"	0.0
"usurer"	"n"	-2.0
"usurious"	"adj"	-2.0
"usurp"	"v"	-2.0
"usurpation"	"n"	-2.0
"usurper"	"n"	-2.0
"usury"	"n"	-2.0
"utensil"	"n"	0.0
